line_item_id,invoice_id,product_id,quantity,unit_price,total_amount
8345,INV-52776,PROD-6000,9,99.0,806.55
8346,INV-52776,PROD-6125,7,10.98,76.86
8347,INV-52776,PROD-6215,7,7.48,52.36
8348,INV-52777,PROD-6282,77,5.98,460.46
8349,INV-52777,PROD-6180,77,3.48,267.96
8350,INV-52777,PROD-6075,79,22.98,1798.1
8351,INV-52777,PROD-6275,77,8.98,691.46
8352,INV-52777,PROD-6232,77,5.98,460.46
8353,INV-52778,PROD-6263,29,1.48,42.92
8354,INV-52778,PROD-6076,29,16.98,492.42
8355,INV-52778,PROD-6037,31,79.0,2376.3
8356,INV-52779,PROD-6111,170,12.98,2196.94
8357,INV-52780,PROD-6092,12,39.98,473.16
8358,INV-52781,PROD-6117,3,89.0,267.0
8359,INV-52781,PROD-6123,3,9.98,29.94
8360,INV-52781,PROD-6052,3,119.0,357.0
8361,INV-52781,PROD-6007,5,139.0,606.98
8362,INV-52781,PROD-6040,3,34.99,104.97
8363,INV-52782,PROD-6258,2963,1.48,4384.15
8364,INV-52783,PROD-6102,12,169.0,1926.86
8365,INV-52783,PROD-6177,11,9.98,109.78
8366,INV-52784,PROD-6112,29,19.98,579.42
8367,INV-52784,PROD-6033,31,89.0,2691.6
8368,INV-52784,PROD-6074,29,5.98,173.42
8369,INV-52784,PROD-6081,29,19.98,579.42
8370,INV-52784,PROD-6213,29,2.48,71.92
8371,INV-52785,PROD-6193,24,15.98,383.52
8372,INV-52785,PROD-6068,24,3.98,95.52
8373,INV-52785,PROD-6025,26,99.0,2522.75
8374,INV-52785,PROD-6089,24,34.98,839.52
8375,INV-52785,PROD-6069,24,4.98,119.52
8376,INV-52786,PROD-6080,37,39.98,1457.12
8377,INV-52787,PROD-6288,158,5.98,944.84
8378,INV-52787,PROD-6287,160,9.98,1595.3
8379,INV-52787,PROD-6132,158,1.28,202.24
8380,INV-52787,PROD-6240,158,3.98,628.84
8381,INV-52788,PROD-6123,39,9.98,389.22
8382,INV-52788,PROD-6081,40,19.98,785.01
8383,INV-52789,PROD-6247,9,0.68,6.12
8384,INV-52789,PROD-6298,9,16.98,152.82
8385,INV-52789,PROD-6098,10,199.0,1799.84
8386,INV-52789,PROD-6116,9,24.98,224.82
8387,INV-52789,PROD-6184,9,5.98,53.82
8388,INV-52790,PROD-6138,11,49.98,549.78
8389,INV-52790,PROD-6230,11,21.98,241.78
8390,INV-52790,PROD-6032,13,129.0,1553.97
8391,INV-52790,PROD-6230,11,21.98,241.78
8392,INV-52791,PROD-6284,51,14.98,760.34
8393,INV-52792,PROD-6217,44,16.98,742.43
8394,INV-52793,PROD-6160,23,99.0,2275.21
8395,INV-52793,PROD-6285,22,1.48,32.56
8396,INV-52793,PROD-6173,22,6.98,153.56
8397,INV-52794,PROD-6216,3,9.98,29.94
8398,INV-52794,PROD-6296,4,119.0,392.01
8399,INV-52794,PROD-6081,3,19.98,59.94
8400,INV-52794,PROD-6260,3,2.98,8.94
8401,INV-52794,PROD-6229,3,14.98,44.94
8402,INV-52795,PROD-6290,9,199.0,1730.28
8403,INV-52796,PROD-6032,22,129.0,2823.47
8404,INV-52796,PROD-6239,21,14.98,314.58
8405,INV-52796,PROD-6159,21,13.98,293.58
8406,INV-52797,PROD-6267,49,54.98,2642.09
8407,INV-52797,PROD-6154,48,5.98,287.04
8408,INV-52798,PROD-6065,7,29.98,209.86
8409,INV-52798,PROD-6010,8,249.0,1845.84
8410,INV-52798,PROD-6131,7,0.98,6.86
8411,INV-52799,PROD-6053,22,79.0,1679.64
8412,INV-52800,PROD-6122,21,8.98,188.58
8413,INV-52800,PROD-6278,21,8.48,178.08
8414,INV-52800,PROD-6283,21,4.48,94.08
8415,INV-52800,PROD-6035,23,139.0,3077.3
8416,INV-52801,PROD-6064,1,17.98,17.98
8417,INV-52801,PROD-6112,1,19.98,19.98
8418,INV-52801,PROD-6188,1,11.48,11.48
8419,INV-52801,PROD-6006,2,149.0,297.95
8420,INV-52801,PROD-6214,1,4.98,4.98
8421,INV-52802,PROD-6121,416,7.98,3319.54
8422,INV-52803,PROD-6150,117,0.98,114.66
8423,INV-52803,PROD-6124,118,11.98,1405.58
8424,INV-52804,PROD-6086,8,29.98,239.84
8425,INV-52804,PROD-6096,9,499.0,4200.39
8426,INV-52805,PROD-6132,56,1.28,71.68
8427,INV-52805,PROD-6075,59,22.98,1349.18
8428,INV-52805,PROD-6197,56,19.98,1118.88
8429,INV-52805,PROD-6110,56,19.98,1118.88
8430,INV-52806,PROD-6037,2,79.0,158.0
8431,INV-52806,PROD-6035,4,139.0,459.04
8432,INV-52807,PROD-6184,10,5.98,59.8
8433,INV-52807,PROD-6046,10,39.98,399.8
8434,INV-52807,PROD-6050,10,15.99,159.9
8435,INV-52807,PROD-6004,12,79.0,936.5
8436,INV-52807,PROD-6235,10,29.98,299.8
8437,INV-52808,PROD-6007,8,139.0,1085.57
8438,INV-52809,PROD-6220,23,21.98,504.13
8439,INV-52809,PROD-6131,22,0.98,21.56
8440,INV-52809,PROD-6071,22,16.98,373.56
8441,INV-52809,PROD-6185,22,7.48,164.56
8442,INV-52810,PROD-6280,19,6.98,132.62
8443,INV-52810,PROD-6055,20,149.0,2940.71
8444,INV-52810,PROD-6198,19,4.98,94.62
8445,INV-52810,PROD-6198,19,4.98,94.62
8446,INV-52810,PROD-6074,19,5.98,113.62
8447,INV-52811,PROD-6003,16,139.0,2206.0
8448,INV-52811,PROD-6146,14,1.48,20.72
8449,INV-52811,PROD-6104,14,119.0,1666.0
8450,INV-52811,PROD-6171,14,12.98,181.72
8451,INV-52812,PROD-6065,100,29.98,2968.39
8452,INV-52813,PROD-6253,1208,0.68,821.44
8453,INV-52813,PROD-6212,1210,1.98,2394.23
8454,INV-52814,PROD-6204,123,22.98,2825.71
8455,INV-52814,PROD-6279,122,5.98,729.56
8456,INV-52814,PROD-6164,122,3.98,485.56
8457,INV-52814,PROD-6178,122,1.98,241.56
8458,INV-52815,PROD-6054,2,129.0,258.0
8459,INV-52815,PROD-6096,4,499.0,1669.52
8460,INV-52815,PROD-6062,2,14.98,29.96
8461,INV-52815,PROD-6188,2,11.48,22.96
8462,INV-52815,PROD-6168,2,24.98,49.96
8463,INV-52816,PROD-6198,57,4.98,283.86
8464,INV-52816,PROD-6297,58,44.98,2585.89
8465,INV-52817,PROD-6084,89,14.98,1324.66
8466,INV-52817,PROD-6190,87,11.98,1042.26
8467,INV-52818,PROD-6251,17,1.18,20.06
8468,INV-52818,PROD-6105,18,89.0,1514.59
8469,INV-52819,PROD-6185,1,7.48,7.48
8470,INV-52819,PROD-6039,1,59.0,0.0
8471,INV-52819,PROD-6079,1,34.98,21.38
8472,INV-52819,PROD-6251,1,1.18,1.18
8473,INV-52820,PROD-6235,28,29.98,811.59
8474,INV-52820,PROD-6090,27,12.98,350.46
8475,INV-52820,PROD-6151,27,1.28,34.56
8476,INV-52821,PROD-6118,2,149.0,162.96
8477,INV-52821,PROD-6179,1,2.48,2.48
8478,INV-52821,PROD-6225,1,8.98,8.98
8479,INV-52821,PROD-6268,1,7.98,7.98
8480,INV-52822,PROD-6075,3,22.98,68.94
8481,INV-52822,PROD-6036,4,119.0,451.31
8482,INV-52822,PROD-6271,3,8.98,26.94
8483,INV-52823,PROD-6056,5,119.0,595.0
8484,INV-52823,PROD-6013,6,499.0,2698.22
8485,INV-52823,PROD-6082,5,24.98,124.9
8486,INV-52823,PROD-6251,5,1.18,5.9
8487,INV-52823,PROD-6087,5,44.98,224.9
8488,INV-52824,PROD-6130,2329,0.78,1816.56
8489,INV-52825,PROD-6129,15,1.48,22.2
8490,INV-52825,PROD-6277,15,8.48,127.2
8491,INV-52825,PROD-6085,15,34.98,524.7
8492,INV-52825,PROD-6129,15,1.48,22.2
8493,INV-52825,PROD-6031,16,149.0,2383.58
8494,INV-52826,PROD-6125,86,10.98,944.28
8495,INV-52826,PROD-6128,86,6.98,600.28
8496,INV-52826,PROD-6207,88,24.98,2184.07
8497,INV-52826,PROD-6280,86,6.98,600.28
8498,INV-52827,PROD-6189,2,13.98,27.96
8499,INV-52827,PROD-6119,3,199.0,472.91
8500,INV-52827,PROD-6089,2,34.98,69.96
8501,INV-52827,PROD-6195,2,11.98,23.96
8502,INV-52827,PROD-6251,2,1.18,2.36
8503,INV-52828,PROD-6058,14,169.0,2247.31
8504,INV-52828,PROD-6151,13,1.28,16.64
8505,INV-52828,PROD-6158,13,29.98,389.74
8506,INV-52828,PROD-6260,13,2.98,38.74
8507,INV-52828,PROD-6136,13,7.98,103.74
8508,INV-52829,PROD-6006,10,149.0,1466.68
8509,INV-52829,PROD-6147,9,1.18,10.62
8510,INV-52829,PROD-6173,9,6.98,62.82
8511,INV-52830,PROD-6198,7,4.98,34.86
8512,INV-52830,PROD-6070,7,8.98,62.86
8513,INV-52830,PROD-6094,8,499.0,3926.52
8514,INV-52831,PROD-6105,15,89.0,1273.54
8515,INV-52831,PROD-6108,13,14.98,194.74
8516,INV-52831,PROD-6256,13,39.98,519.74
8517,INV-52831,PROD-6164,13,3.98,51.74
8518,INV-52831,PROD-6212,13,1.98,25.74
8519,INV-52832,PROD-6171,6,12.98,77.88
8520,INV-52832,PROD-6000,7,99.0,604.18
8521,INV-52832,PROD-6268,6,7.98,47.88
8522,INV-52832,PROD-6168,6,24.98,149.88
8523,INV-52832,PROD-6110,6,19.98,119.88
8524,INV-52833,PROD-6266,27,54.98,1436.09
8525,INV-52833,PROD-6082,25,24.98,624.5
8526,INV-52833,PROD-6081,25,19.98,499.5
8527,INV-52834,PROD-6163,380,4.98,1891.08
8528,INV-52835,PROD-6132,25,1.28,32.0
8529,INV-52835,PROD-6215,25,7.48,187.0
8530,INV-52835,PROD-6265,27,34.98,910.61
8531,INV-52836,PROD-6096,6,499.0,2916.36
8532,INV-52836,PROD-6189,5,13.98,69.9
8533,INV-52836,PROD-6261,5,4.48,22.4
8534,INV-52837,PROD-6027,5,69.0,345.0
8535,INV-52837,PROD-6166,5,6.98,34.9
8536,INV-52837,PROD-6034,6,129.0,647.54
8537,INV-52837,PROD-6043,5,19.99,99.95
8538,INV-52837,PROD-6089,5,34.98,174.9
8539,INV-52838,PROD-6179,38,2.48,94.24
8540,INV-52838,PROD-6247,38,0.68,25.84
8541,INV-52838,PROD-6228,39,18.98,734.54
8542,INV-52839,PROD-6072,79,6.98,549.33
8543,INV-52839,PROD-6288,77,5.98,460.46
8544,INV-52840,PROD-6261,24,4.48,107.52
8545,INV-52840,PROD-6062,24,14.98,359.52
8546,INV-52840,PROD-6282,24,5.98,143.52
8547,INV-52840,PROD-6101,26,149.0,3748.62
8548,INV-52840,PROD-6132,24,1.28,30.72
8549,INV-52841,PROD-6173,1,6.98,6.98
8550,INV-52841,PROD-6094,1,499.0,23.1
8551,INV-52841,PROD-6164,1,3.98,3.98
8552,INV-52842,PROD-6256,55,39.98,2189.8
8553,INV-52842,PROD-6075,53,22.98,1217.94
8554,INV-52842,PROD-6091,53,9.98,528.94
8555,INV-52843,PROD-6040,40,34.99,1398.48
8556,INV-52844,PROD-6124,283,11.98,3378.56
8557,INV-52845,PROD-6130,137,0.78,106.86
8558,INV-52845,PROD-6061,138,21.98,3027.44
8559,INV-52846,PROD-6214,133,4.98,662.34
8560,INV-52846,PROD-6192,134,18.48,2459.36
8561,INV-52847,PROD-6088,6,59.98,359.88
8562,INV-52847,PROD-6282,6,5.98,35.88
8563,INV-52847,PROD-6296,8,119.0,849.08
8564,INV-52847,PROD-6139,6,4.98,29.88
8565,INV-52848,PROD-6137,4,6.98,27.92
8566,INV-52848,PROD-6284,4,14.98,59.92
8567,INV-52848,PROD-6282,4,5.98,23.92
8568,INV-52848,PROD-6234,5,43.98,195.84
8569,INV-52848,PROD-6178,4,1.98,7.92
8570,INV-52849,PROD-6190,5,11.98,59.9
8571,INV-52849,PROD-6231,5,5.98,29.9
8572,INV-52849,PROD-6258,5,1.48,7.4
8573,INV-52849,PROD-6003,6,139.0,718.33
8574,INV-52849,PROD-6201,5,6.98,34.9
8575,INV-52850,PROD-6282,436,5.98,2602.67
8576,INV-52851,PROD-6189,14,13.98,195.72
8577,INV-52851,PROD-6046,15,39.98,584.76
8578,INV-52852,PROD-6251,1154,1.18,1360.9
8579,INV-52853,PROD-6077,44,18.98,820.49
8580,INV-52853,PROD-6202,43,10.98,472.14
8581,INV-52853,PROD-6275,43,8.98,386.14
8582,INV-52854,PROD-6051,137,22.99,3142.01
8583,INV-52855,PROD-6136,27,7.98,215.46
8584,INV-52855,PROD-6049,28,59.0,1637.43
8585,INV-52856,PROD-6258,319,1.48,472.12
8586,INV-52856,PROD-6122,320,8.98,2868.43
8587,INV-52857,PROD-6256,19,39.98,720.38
8588,INV-52857,PROD-6151,18,1.28,23.04
8589,INV-52858,PROD-6242,30,6.48,194.4
8590,INV-52858,PROD-6145,30,0.88,26.4
8591,INV-52858,PROD-6035,31,139.0,4224.94
8592,INV-52858,PROD-6132,30,1.28,38.4
8593,INV-52859,PROD-6055,15,149.0,2168.17
8594,INV-52860,PROD-6119,1,199.0,190.07
8595,INV-52860,PROD-6001,1,129.0,129.0
8596,INV-52860,PROD-6081,1,19.98,19.98
8597,INV-52860,PROD-6177,1,9.98,9.98
8598,INV-52860,PROD-6242,1,6.48,6.48
8599,INV-52861,PROD-6038,6,49.0,294.0
8600,INV-52861,PROD-6235,6,29.98,179.88
8601,INV-52861,PROD-6288,6,5.98,35.88
8602,INV-52861,PROD-6095,7,349.0,2315.46
8603,INV-52862,PROD-6230,47,21.98,1019.1
8604,INV-52862,PROD-6129,46,1.48,68.08
8605,INV-52863,PROD-6112,70,19.98,1387.3
8606,INV-52863,PROD-6072,69,6.98,481.62
8607,INV-52863,PROD-6216,69,9.98,688.62
8608,INV-52864,PROD-6164,889,3.98,3536.48
8609,INV-52865,PROD-6103,13,249.0,3201.14
8610,INV-52866,PROD-6068,121,3.98,481.58
8611,INV-52866,PROD-6170,123,8.98,1098.43
8612,INV-52867,PROD-6241,219,4.98,1088.81
8613,INV-52867,PROD-6130,218,0.78,170.04
8614,INV-52868,PROD-6081,5,19.98,99.9
8615,INV-52868,PROD-6059,6,199.0,1115.31
8616,INV-52868,PROD-6262,5,0.98,4.9
8617,INV-52868,PROD-6209,5,49.98,249.9
8618,INV-52869,PROD-6062,125,14.98,1865.42
8619,INV-52869,PROD-6128,124,6.98,865.52
8620,INV-52870,PROD-6115,7,299.0,1965.08
8621,INV-52871,PROD-6214,9,4.98,44.82
8622,INV-52871,PROD-6103,10,249.0,2374.54
8623,INV-52871,PROD-6093,9,24.98,224.82
8624,INV-52872,PROD-6247,1311,0.68,891.43
8625,INV-52873,PROD-6003,15,139.0,2063.78
8626,INV-52873,PROD-6052,14,119.0,1666.0
8627,INV-52874,PROD-6181,5,3.98,19.9
8628,INV-52874,PROD-6236,8,44.98,316.07
8629,INV-52874,PROD-6075,5,22.98,114.9
8630,INV-52874,PROD-6229,5,14.98,74.9
8631,INV-52874,PROD-6202,5,10.98,54.9
8632,INV-52875,PROD-6132,2,1.28,2.56
8633,INV-52875,PROD-6262,2,0.98,1.96
8634,INV-52875,PROD-6290,3,199.0,498.16
8635,INV-52875,PROD-6128,2,6.98,13.96
8636,INV-52876,PROD-6127,532,5.98,3176.75
8637,INV-52877,PROD-6255,30,24.98,749.4
8638,INV-52877,PROD-6187,30,8.98,269.4
8639,INV-52877,PROD-6144,30,0.48,14.4
8640,INV-52877,PROD-6264,31,34.98,1062.62
8641,INV-52878,PROD-6120,295,7.98,2353.4
8642,INV-52879,PROD-6126,12,11.98,143.76
8643,INV-52879,PROD-6022,13,149.0,1856.0
8644,INV-52880,PROD-6198,214,4.98,1062.1
8645,INV-52881,PROD-6091,9,9.98,89.82
8646,INV-52881,PROD-6275,9,8.98,80.82
8647,INV-52881,PROD-6114,10,249.0,2393.17
8648,INV-52881,PROD-6227,9,12.98,116.82
8649,INV-52881,PROD-6158,9,29.98,269.82
8650,INV-52882,PROD-6077,13,18.98,246.74
8651,INV-52882,PROD-6280,13,6.98,90.74
8652,INV-52882,PROD-6158,14,29.98,416.41
8653,INV-52882,PROD-6248,13,0.88,11.44
8654,INV-52882,PROD-6110,13,19.98,259.74
8655,INV-52883,PROD-6173,233,6.98,1623.92
8656,INV-52884,PROD-6002,20,119.0,2272.65
8657,INV-52884,PROD-6140,18,3.98,71.64
8658,INV-52884,PROD-6060,18,24.98,449.64
8659,INV-52885,PROD-6244,34,12.98,441.32
8660,INV-52885,PROD-6039,36,59.0,2078.64
8661,INV-52885,PROD-6287,34,9.98,339.32
8662,INV-52885,PROD-6189,34,13.98,475.32
8663,INV-52886,PROD-6098,16,199.0,3087.53
8664,INV-52886,PROD-6268,15,7.98,119.7
8665,INV-52887,PROD-6035,21,139.0,2803.91
8666,INV-52887,PROD-6089,20,34.98,699.6
8667,INV-52887,PROD-6286,20,7.98,159.6
8668,INV-52888,PROD-6142,453,5.98,2705.86
8669,INV-52889,PROD-6267,19,54.98,1044.62
8670,INV-52889,PROD-6125,19,10.98,208.62
8671,INV-52889,PROD-6006,20,149.0,2975.78
8672,INV-52890,PROD-6248,24,0.88,21.12
8673,INV-52890,PROD-6080,25,39.98,980.65
8674,INV-52890,PROD-6083,24,21.98,527.52
8675,INV-52890,PROD-6155,24,14.98,359.52
8676,INV-52890,PROD-6130,24,0.78,18.72
8677,INV-52891,PROD-6110,17,19.98,339.66
8678,INV-52891,PROD-6071,17,16.98,288.66
8679,INV-52891,PROD-6138,18,49.98,888.83
8680,INV-52891,PROD-6164,17,3.98,67.66
8681,INV-52892,PROD-6071,167,16.98,2824.44
8682,INV-52893,PROD-6095,6,349.0,2015.06
8683,INV-52893,PROD-6119,5,199.0,995.0
8684,INV-52893,PROD-6083,5,21.98,109.9
8685,INV-52893,PROD-6277,5,8.48,42.4
8686,INV-52894,PROD-6040,15,34.99,524.85
8687,INV-52894,PROD-6201,15,6.98,104.7
8688,INV-52894,PROD-6066,15,3.98,59.7
8689,INV-52894,PROD-6257,15,54.98,824.7
8690,INV-52894,PROD-6018,17,139.0,2236.82
8691,INV-52895,PROD-6048,30,69.0,2009.46
8692,INV-52895,PROD-6248,29,0.88,25.52
8693,INV-52895,PROD-6161,29,3.48,100.92
8694,INV-52896,PROD-6056,27,119.0,3151.8
8695,INV-52896,PROD-6180,26,3.48,90.48
8696,INV-52897,PROD-6093,22,24.98,549.56
8697,INV-52897,PROD-6248,22,0.88,19.36
8698,INV-52897,PROD-6178,22,1.98,43.56
8699,INV-52897,PROD-6118,23,149.0,3336.85
8700,INV-52898,PROD-6170,14,8.98,125.72
8701,INV-52898,PROD-6051,14,22.99,321.86
8702,INV-52898,PROD-6122,14,8.98,125.72
8703,INV-52898,PROD-6102,15,169.0,2392.79
8704,INV-52898,PROD-6121,14,7.98,111.72
8705,INV-52899,PROD-6280,81,6.98,565.38
8706,INV-52899,PROD-6214,81,4.98,403.38
8707,INV-52899,PROD-6202,85,10.98,922.37
8708,INV-52899,PROD-6288,81,5.98,484.38
8709,INV-52899,PROD-6242,81,6.48,524.88
8710,INV-52900,PROD-6163,14,4.98,69.72
8711,INV-52900,PROD-6163,14,4.98,69.72
8712,INV-52900,PROD-6017,15,149.0,2193.95
8713,INV-52901,PROD-6034,23,129.0,2868.35
8714,INV-52902,PROD-6091,6,9.98,59.88
8715,INV-52902,PROD-6262,6,0.98,5.88
8716,INV-52902,PROD-6198,6,4.98,29.88
8717,INV-52902,PROD-6101,8,149.0,1060.76
8718,INV-52902,PROD-6162,6,2.98,17.88
8719,INV-52903,PROD-6262,229,0.98,224.42
8720,INV-52903,PROD-6050,230,15.99,3670.14
8721,INV-52904,PROD-6149,969,1.78,1723.12
8722,INV-52905,PROD-6001,18,129.0,2229.5
8723,INV-52905,PROD-6277,17,8.48,144.16
8724,INV-52905,PROD-6108,17,14.98,254.66
8725,INV-52906,PROD-6220,3,21.98,65.94
8726,INV-52906,PROD-6186,3,9.48,28.44
8727,INV-52906,PROD-6114,4,249.0,849.15
8728,INV-52906,PROD-6043,3,19.99,59.97
8729,INV-52906,PROD-6209,3,49.98,149.94
8730,INV-52907,PROD-6122,89,8.98,791.15
8731,INV-52908,PROD-6150,13,0.98,12.74
8732,INV-52908,PROD-6243,13,9.98,129.74
8733,INV-52908,PROD-6210,13,69.98,909.74
8734,INV-52908,PROD-6111,13,12.98,168.74
8735,INV-52908,PROD-6100,14,179.0,2442.19
8736,INV-52909,PROD-6252,99,0.48,47.52
8737,INV-52909,PROD-6164,99,3.98,394.02
8738,INV-52909,PROD-6202,100,10.98,1091.85
8739,INV-52910,PROD-6029,8,39.0,312.0
8740,INV-52910,PROD-6036,10,119.0,1085.16
8741,INV-52910,PROD-6235,8,29.98,239.84
8742,INV-52910,PROD-6105,8,89.0,712.0
8743,INV-52911,PROD-6256,73,39.98,2897.83
8744,INV-52911,PROD-6270,72,6.98,502.56
8745,INV-52911,PROD-6150,72,0.98,70.56
8746,INV-52912,PROD-6222,1,22.98,22.98
8747,INV-52912,PROD-6100,1,179.0,29.76
8748,INV-52912,PROD-6133,1,4.98,4.98
8749,INV-52912,PROD-6031,1,149.0,149.0
8750,INV-52913,PROD-6141,117,4.98,582.41
8751,INV-52913,PROD-6133,115,4.98,572.7
8752,INV-52914,PROD-6181,2,3.98,7.96
8753,INV-52914,PROD-6014,3,599.0,1277.36
8754,INV-52915,PROD-6164,25,3.98,99.5
8755,INV-52915,PROD-6284,25,14.98,374.5
8756,INV-52915,PROD-6055,26,149.0,3762.77
8757,INV-52915,PROD-6214,25,4.98,124.5
8758,INV-52916,PROD-6136,13,7.98,103.74
8759,INV-52916,PROD-6228,13,18.98,246.74
8760,INV-52916,PROD-6156,13,14.98,194.74
8761,INV-52916,PROD-6069,13,4.98,64.74
8762,INV-52916,PROD-6100,14,179.0,2386.77
8763,INV-52917,PROD-6037,3,79.0,199.74
8764,INV-52917,PROD-6255,1,24.98,24.98
8765,INV-52917,PROD-6125,1,10.98,10.98
8766,INV-52917,PROD-6075,1,22.98,22.98
8767,INV-52918,PROD-6026,15,49.0,735.0
8768,INV-52918,PROD-6015,16,219.0,3340.7
8769,INV-52919,PROD-6078,3,29.98,89.94
8770,INV-52919,PROD-6001,4,129.0,483.91
8771,INV-52919,PROD-6145,3,0.88,2.64
8772,INV-52920,PROD-6244,1,12.98,12.98
8773,INV-52920,PROD-6155,1,14.98,14.98
8774,INV-52920,PROD-6214,1,4.98,4.98
8775,INV-52920,PROD-6110,1,19.98,19.98
8776,INV-52920,PROD-6012,2,449.0,627.15
8777,INV-52921,PROD-6038,6,49.0,248.4
8778,INV-52921,PROD-6283,4,4.48,17.92
8779,INV-52921,PROD-6168,4,24.98,99.92
8780,INV-52922,PROD-6033,4,89.0,321.02
8781,INV-52922,PROD-6074,3,5.98,17.94
8782,INV-52922,PROD-6265,3,34.98,104.94
8783,INV-52923,PROD-6190,2,11.98,23.96
8784,INV-52923,PROD-6198,2,4.98,9.96
8785,INV-52923,PROD-6125,2,10.98,21.96
8786,INV-52923,PROD-6014,3,599.0,1246.02
8787,INV-52923,PROD-6235,2,29.98,59.96
8788,INV-52924,PROD-6286,9,7.98,71.82
8789,INV-52924,PROD-6095,10,349.0,3424.15
8790,INV-52924,PROD-6141,9,4.98,44.82
8791,INV-52924,PROD-6245,9,24.98,224.82
8792,INV-52924,PROD-6227,9,12.98,116.82
8793,INV-52925,PROD-6153,24,4.48,107.52
8794,INV-52925,PROD-6039,26,59.0,1475.8
8795,INV-52925,PROD-6067,24,3.98,95.52
8796,INV-52926,PROD-6117,7,89.0,623.0
8797,INV-52926,PROD-6251,7,1.18,8.26
8798,INV-52926,PROD-6283,7,4.48,31.36
8799,INV-52926,PROD-6244,7,12.98,90.86
8800,INV-52926,PROD-6114,9,249.0,2067.12
8801,INV-52927,PROD-6189,6,13.98,83.88
8802,INV-52927,PROD-6279,6,5.98,35.88
8803,INV-52927,PROD-6039,7,59.0,384.49
8804,INV-52928,PROD-6252,39,0.48,18.72
8805,INV-52928,PROD-6257,41,54.98,2215.69
8806,INV-52928,PROD-6248,39,0.88,34.32
8807,INV-52928,PROD-6242,39,6.48,252.72
8808,INV-52928,PROD-6108,39,14.98,584.22
8809,INV-52929,PROD-6206,6,16.98,101.88
8810,INV-52929,PROD-6087,8,44.98,321.95
8811,INV-52930,PROD-6082,14,24.98,337.7
8812,INV-52931,PROD-6239,1,14.98,14.98
8813,INV-52931,PROD-6178,1,1.98,1.98
8814,INV-52931,PROD-6169,2,19.98,30.86
8815,INV-52931,PROD-6135,1,5.98,5.98
8816,INV-52932,PROD-6143,26,6.98,181.48
8817,INV-52932,PROD-6101,27,149.0,3926.03
8818,INV-52933,PROD-6084,42,14.98,629.16
8819,INV-52933,PROD-6024,43,89.0,3764.46
8820,INV-52934,PROD-6206,3,16.98,50.94
8821,INV-52934,PROD-6007,4,139.0,483.46
8822,INV-52934,PROD-6257,3,54.98,164.94
8823,INV-52935,PROD-6185,230,7.48,1714.94
8824,INV-52936,PROD-6251,11,1.18,12.98
8825,INV-52936,PROD-6037,12,79.0,919.93
8826,INV-52936,PROD-6248,11,0.88,9.68
8827,INV-52936,PROD-6149,11,1.78,19.58
8828,INV-52936,PROD-6263,11,1.48,16.28
8829,INV-52937,PROD-6030,2,199.0,307.48
8830,INV-52937,PROD-6105,1,89.0,89.0
8831,INV-52938,PROD-6199,4,7.48,29.92
8832,INV-52938,PROD-6085,4,34.98,139.92
8833,INV-52938,PROD-6074,4,5.98,23.92
8834,INV-52938,PROD-6115,5,299.0,1308.58
8835,INV-52939,PROD-6023,1,79.0,79.0
8836,INV-52939,PROD-6054,2,129.0,133.95
8837,INV-52939,PROD-6264,1,34.98,34.98
8838,INV-52939,PROD-6180,1,3.48,3.48
8839,INV-52939,PROD-6283,1,4.48,4.48
8840,INV-52940,PROD-6134,31,4.98,154.38
8841,INV-52940,PROD-6246,32,34.98,1087.69
8842,INV-52941,PROD-6258,14,1.48,20.72
8843,INV-52941,PROD-6299,15,129.0,1874.15
8844,INV-52941,PROD-6187,14,8.98,125.72
8845,INV-52941,PROD-6240,14,3.98,55.72
8846,INV-52942,PROD-6014,1,599.0,310.8
8847,INV-52942,PROD-6091,1,9.98,9.98
8848,INV-52942,PROD-6205,1,34.98,34.98
8849,INV-52942,PROD-6283,1,4.48,4.48
8850,INV-52942,PROD-6024,1,89.0,89.0
8851,INV-52943,PROD-6262,3064,0.98,3002.12
8852,INV-52944,PROD-6071,4,16.98,67.92
8853,INV-52944,PROD-6269,4,9.98,39.92
8854,INV-52944,PROD-6012,5,449.0,2012.05
8855,INV-52945,PROD-6183,31,6.48,200.88
8856,INV-52945,PROD-6160,32,99.0,3110.41
8857,INV-52945,PROD-6067,31,3.98,123.38
8858,INV-52946,PROD-6263,254,1.48,375.92
8859,INV-52946,PROD-6062,255,14.98,3815.2
8860,INV-52947,PROD-6084,1,14.98,14.98
8861,INV-52947,PROD-6246,1,34.98,34.98
8862,INV-52947,PROD-6036,2,119.0,206.56
8863,INV-52947,PROD-6225,1,8.98,8.98
8864,INV-52948,PROD-6097,9,299.0,2574.28
8865,INV-52949,PROD-6217,7,16.98,118.86
8866,INV-52949,PROD-6053,8,79.0,605.52
8867,INV-52949,PROD-6085,7,34.98,244.86
8868,INV-52949,PROD-6258,7,1.48,10.36
8869,INV-52950,PROD-6077,14,18.98,265.72
8870,INV-52950,PROD-6099,15,149.0,2109.65
8871,INV-52950,PROD-6136,14,7.98,111.72
8872,INV-52950,PROD-6276,14,12.98,181.72
8873,INV-52951,PROD-6290,16,199.0,3041.18
8874,INV-52951,PROD-6164,15,3.98,59.7
8875,INV-52951,PROD-6138,15,49.98,749.7
8876,INV-52952,PROD-6102,21,169.0,3387.3
