line_item_id,invoice_id,product_id,quantity,unit_price,discount,total_amount
LI-102761,INV-50920,PROD-6055,1,249.07,10.0,239.07
LI-102762,INV-50921,PROD-6146,2,345.44,0.0,690.89
LI-102763,INV-50921,PROD-6128,2,423.38,10.0,836.76
LI-102764,INV-50921,PROD-6098,2,236.86,10.0,463.71
LI-102765,INV-50921,PROD-6015,26,172.72,5.0,4485.6
LI-102766,INV-50922,PROD-6140,3,107.73,0.0,323.19
LI-102767,INV-50922,PROD-6024,18,12.49,0.0,224.85
LI-102768,INV-50923,PROD-6126,2,91.92,0.0,183.84
LI-102769,INV-50924,PROD-6123,1,265.36,0.0,265.36
LI-102770,INV-50924,PROD-6246,1,445.65,10.0,435.65
LI-102771,INV-50925,PROD-6048,3,13.77,0.0,41.3
LI-102772,INV-50925,PROD-6196,3,474.49,5.0,1418.47
LI-102773,INV-50925,PROD-6128,1,396.56,0.0,396.56
LI-102774,INV-50926,PROD-6196,2,200.78,5.0,396.56
LI-102775,INV-50926,PROD-6186,1,257.61,0.0,257.61
LI-102776,INV-50926,PROD-6155,2,470.02,5.0,935.03
LI-102777,INV-50927,PROD-6248,1,359.56,0.0,359.56
LI-102778,INV-50927,PROD-6058,2,132.06,10.0,254.13
LI-102779,INV-50927,PROD-6084,1,388.84,10.0,378.84
LI-102780,INV-50928,PROD-6044,2,85.53,5.0,166.05
LI-102781,INV-50929,PROD-6027,3,458.62,0.0,1375.86
LI-102782,INV-50929,PROD-6170,1,46.68,25.0,21.68
LI-102783,INV-50929,PROD-6229,2,156.54,10.0,303.08
LI-102784,INV-50929,PROD-6081,2,219.92,0.0,439.83
LI-102785,INV-50929,PROD-6014,3,35.89,0.0,107.66
LI-102786,INV-50930,PROD-6037,3,32.4,0.0,97.2
LI-102787,INV-50930,PROD-6010,2,243.45,0.0,486.91
LI-102788,INV-50930,PROD-6183,3,80.17,0.0,240.52
LI-102789,INV-50930,PROD-6191,2,108.01,0.0,216.02
LI-102790,INV-50930,PROD-6024,37,86.96,0.0,3217.39
LI-102791,INV-50931,PROD-6005,3,192.75,0.0,578.24
LI-102792,INV-50931,PROD-6129,1,348.33,10.0,338.33
LI-102793,INV-50932,PROD-6217,2,478.97,0.0,957.93
LI-102794,INV-50932,PROD-6223,2,459.6,0.0,919.21
LI-102795,INV-50932,PROD-6197,3,244.01,0.0,732.03
LI-102796,INV-50933,PROD-6153,3,152.12,0.0,456.36
LI-102797,INV-50933,PROD-6213,1,439.63,5.0,434.63
LI-102798,INV-50933,PROD-6266,3,251.17,10.0,743.52
LI-102799,INV-50934,PROD-6070,1,172.94,25.0,147.94
LI-102800,INV-50934,PROD-6102,3,457.81,25.0,1348.42
LI-102801,INV-50934,PROD-6034,1,53.94,0.0,53.94
LI-102802,INV-50934,PROD-6162,2,408.96,0.0,817.92
LI-102803,INV-50935,PROD-6251,1,207.08,10.0,197.08
LI-102804,INV-50935,PROD-6117,2,194.57,5.0,384.14
LI-102805,INV-50935,PROD-6154,2,388.56,0.0,777.11
LI-102806,INV-50936,PROD-6016,36,357.66,25.0,12850.65
LI-102807,INV-50937,PROD-6008,3,183.32,0.0,549.95
LI-102808,INV-50937,PROD-6011,3,85.39,0.0,256.17
LI-102809,INV-50937,PROD-6220,3,356.9,0.0,1070.71
LI-102810,INV-50937,PROD-6240,1,69.41,0.0,69.41
LI-102811,INV-50938,PROD-6201,2,88.54,10.0,167.09
LI-102812,INV-50938,PROD-6175,2,388.93,10.0,767.86
LI-102813,INV-50938,PROD-6161,2,82.22,0.0,164.43
LI-102814,INV-50938,PROD-6265,3,35.75,0.0,107.24
LI-102815,INV-50939,PROD-6096,3,429.61,25.0,1263.84
LI-102816,INV-50939,PROD-6034,2,180.79,25.0,336.58
LI-102817,INV-50939,PROD-6087,1,177.21,0.0,177.21
LI-102818,INV-50939,PROD-6041,1,443.91,10.0,433.91
LI-102819,INV-50939,PROD-6012,3,176.18,0.0,528.55
LI-102820,INV-50940,PROD-6013,3,254.66,10.0,753.99
LI-102821,INV-50941,PROD-6036,3,308.06,25.0,899.17
LI-102822,INV-50941,PROD-6008,1,292.17,0.0,292.17
LI-102823,INV-50941,PROD-6011,1,277.41,0.0,277.41
LI-102824,INV-50941,PROD-6160,1,50.7,0.0,50.7
LI-102825,INV-50941,PROD-6025,36,79.04,10.0,2835.42
LI-102826,INV-50942,PROD-6201,3,58.03,0.0,174.09
LI-102827,INV-50942,PROD-6181,3,35.97,10.0,97.9
LI-102828,INV-50942,PROD-6016,43,378.69,0.0,16283.75
LI-102829,INV-50942,PROD-6073,3,492.73,5.0,1473.18
LI-102830,INV-50942,PROD-6123,1,201.02,0.0,201.02
LI-102831,INV-50943,PROD-6120,2,40.88,0.0,81.77
LI-102832,INV-50943,PROD-6030,3,380.64,5.0,1136.93
LI-102833,INV-50943,PROD-6073,2,204.11,0.0,408.22
LI-102834,INV-50943,PROD-6076,2,124.31,5.0,243.62
LI-102835,INV-50944,PROD-6270,3,261.69,0.0,785.08
LI-102836,INV-50945,PROD-6184,3,466.03,0.0,1398.1
LI-102837,INV-50945,PROD-6101,3,426.0,25.0,1252.99
LI-102838,INV-50945,PROD-6205,2,113.32,0.0,226.65
LI-102839,INV-50945,PROD-6020,50,9.93,25.0,471.27
LI-102840,INV-50945,PROD-6149,1,52.29,25.0,27.29
LI-102841,INV-50946,PROD-6163,1,81.01,10.0,71.01
LI-102842,INV-50946,PROD-6001,3,392.65,0.0,1177.95
LI-102843,INV-50947,PROD-6122,1,42.38,0.0,42.38
LI-102844,INV-50947,PROD-6008,2,188.82,0.0,377.63
LI-102845,INV-50947,PROD-6191,3,355.3,10.0,1055.89
LI-102846,INV-50948,PROD-6254,3,235.42,0.0,706.25
LI-102847,INV-50949,PROD-6116,1,13.55,0.0,13.55
LI-102848,INV-50950,PROD-6213,2,113.23,0.0,226.47
LI-102849,INV-50950,PROD-6101,1,465.26,0.0,465.26
LI-102850,INV-50950,PROD-6203,2,478.99,0.0,957.99
LI-102851,INV-50950,PROD-6105,1,328.15,10.0,318.15
LI-102852,INV-50950,PROD-6033,3,94.63,0.0,283.89
LI-102853,INV-50951,PROD-6020,41,330.14,10.0,13525.94
LI-102854,INV-50952,PROD-6098,3,374.27,25.0,1097.81
LI-102855,INV-50952,PROD-6253,3,61.66,0.0,184.98
LI-102856,INV-50952,PROD-6173,3,221.28,5.0,658.83
LI-102857,INV-50952,PROD-6072,2,250.98,0.0,501.97
LI-102858,INV-50953,PROD-6267,2,421.75,5.0,838.49
LI-102859,INV-50953,PROD-6237,1,475.7,0.0,475.7
LI-102860,INV-50953,PROD-6035,3,423.42,0.0,1270.25
LI-102861,INV-50953,PROD-6048,3,379.19,0.0,1137.58
LI-102862,INV-50954,PROD-6041,3,330.86,0.0,992.58
LI-102863,INV-50954,PROD-6118,1,121.56,0.0,121.56
LI-102864,INV-50954,PROD-6152,1,121.39,5.0,116.39
LI-102865,INV-50955,PROD-6190,2,324.21,0.0,648.42
LI-102866,INV-50955,PROD-6233,3,100.45,0.0,301.35
LI-102867,INV-50955,PROD-6105,2,375.63,5.0,746.25
LI-102868,INV-50955,PROD-6121,1,316.37,0.0,316.37
LI-102869,INV-50955,PROD-6277,3,238.35,0.0,715.06
LI-102870,INV-50956,PROD-6056,1,268.72,0.0,268.72
LI-102871,INV-50956,PROD-6074,2,474.49,10.0,938.98
LI-102872,INV-50956,PROD-6082,1,367.59,0.0,367.59
LI-102873,INV-50957,PROD-6133,1,323.32,25.0,298.32
LI-102874,INV-50958,PROD-6137,2,10.1,5.0,15.19
LI-102875,INV-50959,PROD-6132,1,398.96,0.0,398.96
LI-102876,INV-50959,PROD-6138,3,489.92,0.0,1469.75
LI-102877,INV-50959,PROD-6222,1,250.48,0.0,250.48
LI-102878,INV-50960,PROD-6014,1,416.58,0.0,416.58
LI-102879,INV-50961,PROD-6116,1,63.12,0.0,63.12
LI-102880,INV-50961,PROD-6162,2,496.76,0.0,993.53
LI-102881,INV-50961,PROD-6101,2,265.29,10.0,520.59
LI-102882,INV-50961,PROD-6257,3,263.89,10.0,781.68
LI-102883,INV-50961,PROD-6163,2,414.26,0.0,828.52
LI-102884,INV-50962,PROD-6088,2,326.65,0.0,653.3
LI-102885,INV-50962,PROD-6012,1,231.65,0.0,231.65
LI-102886,INV-50962,PROD-6241,2,151.78,5.0,298.56
LI-102887,INV-50963,PROD-6035,1,228.7,25.0,203.7
LI-102888,INV-50964,PROD-6043,1,466.19,0.0,466.19
LI-102889,INV-50964,PROD-6118,2,330.51,0.0,661.02
LI-102890,INV-50964,PROD-6037,3,20.17,5.0,55.51
LI-102891,INV-50964,PROD-6084,2,497.46,5.0,989.92
LI-102892,INV-50965,PROD-6087,3,53.69,0.0,161.06
LI-102893,INV-50965,PROD-6127,3,361.94,0.0,1085.81
LI-102894,INV-50966,PROD-6231,1,301.6,25.0,276.6
LI-102895,INV-50966,PROD-6197,2,270.25,25.0,515.49
LI-102896,INV-50967,PROD-6115,2,153.79,25.0,282.58
LI-102897,INV-50967,PROD-6195,3,87.84,0.0,263.53
LI-102898,INV-50968,PROD-6245,1,335.25,0.0,335.25
LI-102899,INV-50968,PROD-6193,3,448.34,0.0,1345.01
LI-102900,INV-50969,PROD-6021,50,204.09,10.0,10194.73
LI-102901,INV-50969,PROD-6149,3,199.47,0.0,598.41
LI-102902,INV-50969,PROD-6166,3,372.53,0.0,1117.6
LI-102903,INV-50969,PROD-6230,1,383.38,0.0,383.38
LI-102904,INV-50969,PROD-6211,2,468.4,5.0,931.81
LI-102905,INV-50970,PROD-6150,2,360.69,5.0,716.38
LI-102906,INV-50970,PROD-6199,2,344.52,0.0,689.04
LI-102907,INV-50970,PROD-6072,1,312.16,0.0,312.16
LI-102908,INV-50971,PROD-6277,1,375.75,0.0,375.75
LI-102909,INV-50971,PROD-6252,1,40.8,0.0,40.8
LI-102910,INV-50972,PROD-6272,3,190.41,0.0,571.24
LI-102911,INV-50972,PROD-6063,3,401.58,0.0,1204.74
LI-102912,INV-50972,PROD-6158,2,212.03,0.0,424.05
LI-102913,INV-50973,PROD-6281,3,211.67,0.0,635.01
LI-102914,INV-50973,PROD-6268,3,167.3,5.0,496.89
LI-102915,INV-50974,PROD-6157,1,214.54,0.0,214.54
LI-102916,INV-50974,PROD-6203,3,106.04,0.0,318.13
LI-102917,INV-50974,PROD-6028,2,280.66,10.0,551.33
LI-102918,INV-50975,PROD-6096,1,272.59,10.0,262.59
LI-102919,INV-50975,PROD-6030,1,64.99,5.0,59.99
LI-102920,INV-50975,PROD-6062,2,58.72,0.0,117.45
LI-102921,INV-50975,PROD-6022,35,187.53,0.0,6563.54
LI-102922,INV-50975,PROD-6148,2,106.32,0.0,212.63
LI-102923,INV-50976,PROD-6075,1,329.86,10.0,319.86
LI-102924,INV-50976,PROD-6044,2,398.75,0.0,797.51
LI-102925,INV-50976,PROD-6152,1,127.84,0.0,127.84
LI-102926,INV-50976,PROD-6094,3,202.56,0.0,607.68
LI-102927,INV-50977,PROD-6069,3,172.17,0.0,516.5
LI-102928,INV-50978,PROD-6132,2,390.23,0.0,780.47
LI-102929,INV-50978,PROD-6007,2,94.83,0.0,189.67
LI-102930,INV-50979,PROD-6160,1,165.58,0.0,165.58
LI-102931,INV-50979,PROD-6054,3,265.49,0.0,796.48
LI-102932,INV-50979,PROD-6245,2,270.63,5.0,536.27
LI-102933,INV-50979,PROD-6096,3,389.6,25.0,1143.79
LI-102934,INV-50979,PROD-6227,1,254.49,25.0,229.49
LI-102935,INV-50980,PROD-6018,24,170.79,0.0,4098.96
LI-102936,INV-50980,PROD-6213,3,381.05,0.0,1143.16
LI-102937,INV-50980,PROD-6243,2,71.22,5.0,137.45
LI-102938,INV-50980,PROD-6154,3,323.67,0.0,971.02
LI-102939,INV-50981,PROD-6110,1,184.13,10.0,174.13
LI-102940,INV-50982,PROD-6026,3,147.23,5.0,436.7
LI-102941,INV-50982,PROD-6211,3,332.19,0.0,996.56
LI-102942,INV-50983,PROD-6182,3,454.29,25.0,1337.86
LI-102943,INV-50983,PROD-6080,1,144.31,0.0,144.31
LI-102944,INV-50983,PROD-6200,1,256.32,0.0,256.32
LI-102945,INV-50983,PROD-6265,1,207.21,10.0,197.21
LI-102946,INV-50984,PROD-6235,1,127.68,0.0,127.68
LI-102947,INV-50984,PROD-6174,3,473.3,0.0,1419.89
LI-102948,INV-50985,PROD-6224,3,122.37,0.0,367.1
LI-102949,INV-50985,PROD-6057,3,357.21,5.0,1066.63
LI-102950,INV-50985,PROD-6191,3,231.87,0.0,695.62
LI-102951,INV-50985,PROD-6032,2,426.75,25.0,828.49
LI-102952,INV-50985,PROD-6177,3,254.29,10.0,752.87
LI-102953,INV-50986,PROD-6226,1,442.11,10.0,432.11
LI-102954,INV-50986,PROD-6111,3,222.2,25.0,641.6
LI-102955,INV-50986,PROD-6165,3,493.97,10.0,1471.9
LI-102956,INV-50986,PROD-6220,2,43.19,10.0,76.38
LI-102957,INV-50987,PROD-6200,2,492.4,0.0,984.79
LI-102958,INV-50987,PROD-6213,3,9.36,25.0,3.09
LI-102959,INV-50987,PROD-6232,2,392.54,0.0,785.08
LI-102960,INV-50988,PROD-6071,3,300.6,0.0,901.79
LI-102961,INV-50988,PROD-6194,3,466.67,0.0,1400.01
LI-102962,INV-50989,PROD-6017,45,424.94,25.0,19097.26
LI-102963,INV-50990,PROD-6157,1,310.44,5.0,305.44
LI-102964,INV-50991,PROD-6038,2,342.96,5.0,680.92
LI-102965,INV-50992,PROD-6011,2,380.15,0.0,760.3
LI-102966,INV-50993,PROD-6022,42,115.7,10.0,4849.33
LI-102967,INV-50993,PROD-6061,1,324.97,0.0,324.97
LI-102968,INV-50993,PROD-6227,1,54.79,0.0,54.79
LI-102969,INV-50993,PROD-6266,2,464.18,5.0,923.36
LI-102970,INV-50993,PROD-6130,3,171.21,0.0,513.64
LI-102971,INV-50994,PROD-6191,2,113.93,0.0,227.85
LI-102972,INV-50994,PROD-6074,2,172.3,0.0,344.6
LI-102973,INV-50994,PROD-6230,2,411.46,10.0,812.92
LI-102974,INV-50995,PROD-6115,1,381.57,0.0,381.57
LI-102975,INV-50996,PROD-6019,38,489.23,25.0,18565.89
LI-102976,INV-50996,PROD-6156,2,305.54,0.0,611.08
LI-102977,INV-50996,PROD-6051,1,482.11,5.0,477.11
LI-102978,INV-50997,PROD-6276,1,461.14,0.0,461.14
LI-102979,INV-50997,PROD-6185,1,6.41,25.0,-18.59
LI-102980,INV-50998,PROD-6097,3,166.21,10.0,488.64
LI-102981,INV-50999,PROD-6239,1,333.67,0.0,333.67
LI-102982,INV-50999,PROD-6030,1,282.51,5.0,277.51
LI-102983,INV-51000,PROD-6151,1,404.94,0.0,404.94
LI-102984,INV-51000,PROD-6045,1,421.38,0.0,421.38
LI-102985,INV-51000,PROD-6129,1,287.55,0.0,287.55
LI-102986,INV-51000,PROD-6217,2,260.43,0.0,520.86
LI-102987,INV-51001,PROD-6059,3,32.5,25.0,72.51
LI-102988,INV-51001,PROD-6118,1,328.48,0.0,328.48
LI-102989,INV-51001,PROD-6236,1,266.34,0.0,266.34
LI-102990,INV-51001,PROD-6225,1,231.34,0.0,231.34
LI-102991,INV-51001,PROD-6071,3,288.76,0.0,866.29
LI-102992,INV-51002,PROD-6080,2,156.77,0.0,313.54
LI-102993,INV-51002,PROD-6273,2,415.15,0.0,830.3
LI-102994,INV-51002,PROD-6190,1,119.29,0.0,119.29
LI-102995,INV-51003,PROD-6093,1,168.95,5.0,163.95
LI-102996,INV-51004,PROD-6055,1,426.1,0.0,426.1
LI-102997,INV-51005,PROD-6229,2,410.62,0.0,821.24
LI-102998,INV-51005,PROD-6012,2,93.87,0.0,187.74
LI-102999,INV-51005,PROD-6131,3,386.83,25.0,1135.49
LI-103000,INV-51005,PROD-6163,1,120.51,10.0,110.51
LI-103001,INV-51006,PROD-6258,3,317.84,0.0,953.52
LI-103002,INV-51006,PROD-6157,1,259.02,25.0,234.02
LI-103003,INV-51007,PROD-6033,3,418.7,0.0,1256.11
LI-103004,INV-51007,PROD-6018,21,262.0,0.0,5501.94
LI-103005,INV-51007,PROD-6241,1,113.76,0.0,113.76
LI-103006,INV-51007,PROD-6185,1,184.2,25.0,159.2
LI-103007,INV-51008,PROD-6231,2,35.07,0.0,70.14
LI-103008,INV-51008,PROD-6190,2,426.4,0.0,852.8
LI-103009,INV-51009,PROD-6161,3,440.19,5.0,1315.57
LI-103010,INV-51009,PROD-6241,3,29.93,10.0,79.79
LI-103011,INV-51009,PROD-6036,2,228.69,10.0,447.37
LI-103012,INV-51009,PROD-6050,1,236.52,25.0,211.52
LI-103013,INV-51009,PROD-6146,3,236.06,0.0,708.19
LI-103014,INV-51010,PROD-6098,2,43.26,0.0,86.51
LI-103015,INV-51010,PROD-6042,3,427.4,0.0,1282.21
LI-103016,INV-51010,PROD-6109,2,487.73,0.0,975.46
LI-103017,INV-51010,PROD-6079,3,490.8,0.0,1472.41
LI-103018,INV-51011,PROD-6073,2,82.05,10.0,154.1
LI-103019,INV-51011,PROD-6002,2,352.23,0.0,704.47
LI-103020,INV-51011,PROD-6231,2,213.75,0.0,427.49
LI-103021,INV-51012,PROD-6121,3,30.64,0.0,91.92
LI-103022,INV-51012,PROD-6139,2,391.89,0.0,783.78
LI-103023,INV-51012,PROD-6273,3,254.25,0.0,762.75
LI-103024,INV-51012,PROD-6144,1,483.2,10.0,473.2
LI-103025,INV-51012,PROD-6174,1,181.91,0.0,181.91
LI-103026,INV-51013,PROD-6144,1,116.54,10.0,106.54
LI-103027,INV-51014,PROD-6162,1,473.46,0.0,473.46
LI-103028,INV-51014,PROD-6094,1,188.09,10.0,178.09
LI-103029,INV-51014,PROD-6175,1,332.33,0.0,332.33
LI-103030,INV-51015,PROD-6224,2,256.19,25.0,487.38
LI-103031,INV-51015,PROD-6274,3,236.62,0.0,709.87
LI-103032,INV-51016,PROD-6194,3,236.81,10.0,700.43
LI-103033,INV-51016,PROD-6235,3,428.88,25.0,1261.64
LI-103034,INV-51016,PROD-6119,1,495.56,0.0,495.56
LI-103035,INV-51016,PROD-6105,2,384.51,25.0,744.02
LI-103036,INV-51016,PROD-6255,2,255.14,5.0,505.29
LI-103037,INV-51017,PROD-6017,36,291.96,0.0,10510.62
LI-103038,INV-51017,PROD-6213,2,422.05,0.0,844.11
LI-103039,INV-51017,PROD-6229,3,119.63,0.0,358.9
LI-103040,INV-51017,PROD-6237,1,268.35,0.0,268.35
LI-103041,INV-51017,PROD-6193,1,428.92,0.0,428.92
LI-103042,INV-51018,PROD-6041,1,308.64,0.0,308.64
LI-103043,INV-51018,PROD-6049,2,371.87,0.0,743.75
LI-103044,INV-51018,PROD-6088,2,402.98,0.0,805.97
LI-103045,INV-51018,PROD-6069,2,488.85,0.0,977.7
LI-103046,INV-51018,PROD-6240,1,450.42,0.0,450.42
LI-103047,INV-51019,PROD-6128,2,454.06,5.0,903.11
LI-103048,INV-51019,PROD-6001,2,429.31,0.0,858.61
LI-103049,INV-51019,PROD-6230,2,308.04,0.0,616.09
LI-103050,INV-51020,PROD-6085,2,337.12,0.0,674.24
LI-103051,INV-51021,PROD-6031,1,464.37,0.0,464.37
LI-103052,INV-51021,PROD-6159,1,331.08,10.0,321.08
LI-103053,INV-51021,PROD-6110,2,254.89,0.0,509.77
LI-103054,INV-51021,PROD-6140,3,299.4,0.0,898.2
LI-103055,INV-51022,PROD-6093,3,161.35,0.0,484.06
LI-103056,INV-51022,PROD-6067,3,434.34,10.0,1293.02
LI-103057,INV-51022,PROD-6144,2,113.2,5.0,221.4
LI-103058,INV-51022,PROD-6111,2,361.31,0.0,722.62
LI-103059,INV-51022,PROD-6276,3,31.4,0.0,94.21
LI-103060,INV-51023,PROD-6243,1,295.7,0.0,295.7
LI-103061,INV-51024,PROD-6184,1,225.06,0.0,225.06
LI-103062,INV-51024,PROD-6045,1,252.99,0.0,252.99
LI-103063,INV-51024,PROD-6019,18,226.07,0.0,4069.21
LI-103064,INV-51024,PROD-6221,3,483.98,0.0,1451.95
LI-103065,INV-51025,PROD-6239,2,107.06,10.0,204.11
LI-103066,INV-51026,PROD-6213,3,224.85,0.0,674.55
LI-103067,INV-51026,PROD-6000,1,284.32,0.0,284.32
LI-103068,INV-51026,PROD-6020,38,126.46,25.0,4780.45
LI-103069,INV-51026,PROD-6145,3,280.26,0.0,840.78
LI-103070,INV-51027,PROD-6107,2,149.19,0.0,298.38
LI-103071,INV-51027,PROD-6064,3,156.15,0.0,468.45
LI-103072,INV-51027,PROD-6258,1,6.9,25.0,-18.1
LI-103073,INV-51028,PROD-6101,1,15.88,0.0,15.88
LI-103074,INV-51028,PROD-6125,1,96.33,5.0,91.33
LI-103075,INV-51028,PROD-6111,3,399.25,0.0,1197.76
LI-103076,INV-51029,PROD-6248,3,72.85,0.0,218.56
LI-103077,INV-51029,PROD-6174,1,323.73,0.0,323.73
LI-103078,INV-51029,PROD-6225,2,210.94,0.0,421.88
LI-103079,INV-51029,PROD-6277,3,85.62,5.0,251.87
LI-103080,INV-51030,PROD-6213,2,219.24,0.0,438.47
LI-103081,INV-51030,PROD-6169,3,482.82,5.0,1443.47
LI-103082,INV-51031,PROD-6166,1,179.78,10.0,169.78
LI-103083,INV-51031,PROD-6162,2,302.35,0.0,604.7
LI-103084,INV-51031,PROD-6090,3,33.6,0.0,100.81
LI-103085,INV-51031,PROD-6029,3,439.48,0.0,1318.44
LI-103086,INV-51032,PROD-6097,3,457.51,25.0,1347.53
LI-103087,INV-51032,PROD-6166,1,410.13,5.0,405.13
LI-103088,INV-51032,PROD-6042,1,240.31,5.0,235.31
LI-103089,INV-51033,PROD-6201,3,11.26,0.0,33.77
LI-103090,INV-51033,PROD-6055,2,347.46,10.0,684.92
LI-103091,INV-51033,PROD-6278,1,205.3,25.0,180.3
LI-103092,INV-51033,PROD-6035,2,148.37,10.0,286.74
LI-103093,INV-51033,PROD-6165,1,268.95,0.0,268.95
LI-103094,INV-51034,PROD-6065,1,203.5,0.0,203.5
LI-103095,INV-51034,PROD-6193,1,225.16,0.0,225.16
LI-103096,INV-51034,PROD-6275,2,66.84,0.0,133.67
LI-103097,INV-51034,PROD-6232,1,65.24,10.0,55.24
LI-103098,INV-51035,PROD-6025,8,153.41,0.0,1227.32
LI-103099,INV-51036,PROD-6105,1,221.45,0.0,221.45
LI-103100,INV-51036,PROD-6210,1,19.14,0.0,19.14
LI-103101,INV-51037,PROD-6065,1,428.39,10.0,418.39
LI-103102,INV-51038,PROD-6234,1,162.2,5.0,157.2
LI-103103,INV-51038,PROD-6251,1,239.6,0.0,239.6
LI-103104,INV-51039,PROD-6062,3,273.83,0.0,821.5
LI-103105,INV-51039,PROD-6180,2,497.12,0.0,994.24
LI-103106,INV-51039,PROD-6083,3,461.16,0.0,1383.47
LI-103107,INV-51039,PROD-6050,3,74.92,0.0,224.76
LI-103108,INV-51039,PROD-6178,2,251.21,5.0,497.41
LI-103109,INV-51040,PROD-6038,1,378.39,0.0,378.39
LI-103110,INV-51040,PROD-6108,2,444.04,10.0,878.08
LI-103111,INV-51041,PROD-6236,2,482.52,25.0,940.04
LI-103112,INV-51041,PROD-6128,1,485.64,0.0,485.64
LI-103113,INV-51041,PROD-6132,3,216.11,0.0,648.32
LI-103114,INV-51042,PROD-6174,3,187.76,0.0,563.28
LI-103115,INV-51042,PROD-6234,2,150.04,0.0,300.08
LI-103116,INV-51043,PROD-6091,1,340.11,10.0,330.11
LI-103117,INV-51043,PROD-6036,1,40.59,25.0,15.59
LI-103118,INV-51044,PROD-6075,1,395.16,0.0,395.16
LI-103119,INV-51045,PROD-6114,1,358.9,25.0,333.9
LI-103120,INV-51045,PROD-6227,3,382.15,0.0,1146.44
LI-103121,INV-51045,PROD-6259,2,310.65,0.0,621.3
LI-103122,INV-51045,PROD-6148,1,260.33,0.0,260.33
LI-103123,INV-51046,PROD-6009,3,259.92,0.0,779.76
LI-103124,INV-51046,PROD-6026,1,121.45,0.0,121.45
LI-103125,INV-51047,PROD-6154,3,336.32,0.0,1008.97
LI-103126,INV-51047,PROD-6217,1,465.48,10.0,455.48
LI-103127,INV-51047,PROD-6019,33,194.33,10.0,6402.77
LI-103128,INV-51047,PROD-6249,1,109.67,0.0,109.67
LI-103129,INV-51048,PROD-6145,3,283.54,25.0,825.61
LI-103130,INV-51049,PROD-6087,2,365.15,0.0,730.3
LI-103131,INV-51049,PROD-6206,2,470.95,25.0,916.9
LI-103132,INV-51050,PROD-6094,3,105.53,0.0,316.6
LI-103133,INV-51050,PROD-6129,2,268.58,0.0,537.16
LI-103134,INV-51050,PROD-6248,1,325.85,25.0,300.85
LI-103135,INV-51050,PROD-6099,2,437.81,5.0,870.63
LI-103136,INV-51050,PROD-6162,1,142.44,0.0,142.44
LI-103137,INV-51051,PROD-6012,1,475.39,0.0,475.39
LI-103138,INV-51051,PROD-6104,1,6.88,0.0,6.88
LI-103139,INV-51051,PROD-6075,1,202.82,25.0,177.82
LI-103140,INV-51051,PROD-6117,1,35.11,10.0,25.11
LI-103141,INV-51052,PROD-6087,1,100.2,25.0,75.2
LI-103142,INV-51052,PROD-6224,1,334.8,10.0,324.8
LI-103143,INV-51052,PROD-6216,2,363.87,0.0,727.75
LI-103144,INV-51053,PROD-6003,3,55.62,0.0,166.87
LI-103145,INV-51053,PROD-6219,2,228.38,0.0,456.77
LI-103146,INV-51053,PROD-6272,3,459.05,25.0,1352.14
LI-103147,INV-51054,PROD-6078,2,125.37,0.0,250.74
LI-103148,INV-51055,PROD-6134,1,406.57,0.0,406.57
LI-103149,INV-51055,PROD-6057,2,41.62,0.0,83.24
LI-103150,INV-51056,PROD-6198,3,79.68,0.0,239.05
LI-103151,INV-51056,PROD-6110,3,487.64,0.0,1462.91
LI-103152,INV-51056,PROD-6222,3,399.84,0.0,1199.53
LI-103153,INV-51057,PROD-6043,2,107.15,0.0,214.29
LI-103154,INV-51057,PROD-6162,3,345.18,0.0,1035.55
LI-103155,INV-51057,PROD-6189,3,76.11,0.0,228.34
LI-103156,INV-51057,PROD-6247,2,182.26,0.0,364.52
LI-103157,INV-51058,PROD-6096,1,360.19,25.0,335.19
LI-103158,INV-51059,PROD-6087,3,248.52,10.0,735.55
LI-103159,INV-51059,PROD-6239,3,226.55,0.0,679.64
LI-103160,INV-51060,PROD-6163,2,396.95,10.0,783.9
LI-103161,INV-51060,PROD-6179,1,451.22,0.0,451.22
LI-103162,INV-51061,PROD-6074,3,235.57,0.0,706.7
LI-103163,INV-51061,PROD-6226,2,199.94,0.0,399.89
LI-103164,INV-51062,PROD-6144,3,107.09,0.0,321.28
LI-103165,INV-51062,PROD-6220,2,27.07,0.0,54.13
LI-103166,INV-51062,PROD-6243,1,427.46,5.0,422.46
LI-103167,INV-51062,PROD-6033,3,9.61,25.0,3.82
LI-103168,INV-51063,PROD-6199,2,364.9,0.0,729.8
LI-103169,INV-51064,PROD-6121,1,184.57,10.0,174.57
LI-103170,INV-51064,PROD-6134,2,392.22,10.0,774.43
LI-103171,INV-51064,PROD-6106,3,488.26,0.0,1464.77
LI-103172,INV-51065,PROD-6266,2,269.22,0.0,538.44
LI-103173,INV-51065,PROD-6157,3,71.43,0.0,214.28
LI-103174,INV-51065,PROD-6229,2,228.34,0.0,456.67
LI-103175,INV-51065,PROD-6057,2,422.93,0.0,845.87
LI-103176,INV-51065,PROD-6268,3,275.22,0.0,825.65
LI-103177,INV-51066,PROD-6075,3,113.36,5.0,335.07
LI-103178,INV-51066,PROD-6266,2,210.96,0.0,421.92
LI-103179,INV-51066,PROD-6122,1,268.41,0.0,268.41
LI-103180,INV-51066,PROD-6256,2,43.19,0.0,86.39
LI-103181,INV-51067,PROD-6091,1,177.68,0.0,177.68
