product_id,product_name,category,supplier_id,unit_cost,current_stock,reorder_level,reorder_quantity,warehouse_location,unit_price
PROD-6214,Kohler Forte Kitchen Faucet (Mod-214),Plumbing,SUPP-15,145.0,211,56,112,So-WH2,219.0
PROD-6215,Ridgid 18V Brushless Recip Saw (Mod-215),Power Tools,SUPP-04,90.0,107,31,62,Mi-WH1,139.0
PROD-6216,EGO Power+ Select Cut Mower (Mod-216),Garden & Outdoor,SUPP-05,450.0,46,23,46,Mi-WH2,649.0
PROD-6217,Deck Screws #9 x 3in (5lb) (Mod-217),Hardware,SUPP-08,18.0,82,39,78,Mi-WH1,28.99
PROD-6218,3/4in x 4ft x 8ft Oak Plywood (Mod-218),Lumber,SUPP-11,55.0,211,56,112,No-WH1,84.0
PROD-6219,Kohler Forte Kitchen Faucet (Mod-219),Plumbing,SUPP-15,145.0,141,29,58,Mi-WH2,219.0
PROD-6220,Makita 18V LXT Circular Saw (Mod-220),Power Tools,SUPP-03,110.0,125,29,58,We-WH2,169.0
PROD-6221,Miracle-Gro Potting Mix 2cu ft (Mod-221),Garden & Outdoor,SUPP-06,8.5,202,51,102,Mi-WH1,14.99
PROD-6222,Gorilla Wood Glue 8oz (Mod-222),Hardware,SUPP-10,4.0,147,40,80,So-WH2,8.99
PROD-6223,3/4in x 4ft x 8ft Oak Plywood (Mod-223),Lumber,SUPP-11,55.0,111,15,30,Mi-WH2,84.0
PROD-6224,Kohler Forte Kitchen Faucet (Mod-224),Plumbing,SUPP-15,145.0,105,21,42,No-WH2,219.0
PROD-6225,DeWalt 20V 5Ah Battery Pack (Mod-225),Power Tools,SUPP-01,89.0,53,42,84,No-WH2,129.0
PROD-6226,EGO Power+ 56V 7.5Ah Battery (Mod-226),Garden & Outdoor,SUPP-05,280.0,65,28,56,Mi-WH2,399.0
PROD-6227,Stanley FatMax 25ft Tape Measure (Mod-227),Hardware,SUPP-09,14.0,85,22,44,Mi-WH2,24.97
PROD-6228,3/4in x 4ft x 8ft Oak Plywood (Mod-228),Lumber,SUPP-11,55.0,134,55,110,Mi-WH1,84.0
PROD-6229,Kohler Forte Kitchen Faucet (Mod-229),Plumbing,SUPP-15,145.0,127,59,118,No-WH1,219.0
PROD-6230,Bosch 12V Max Flexiclick Tool (Mod-230),Power Tools,SUPP-04,140.0,76,21,42,No-WH2,199.0
PROD-6231,Weber Genesis E-325 Gas Grill (Mod-231),Garden & Outdoor,SUPP-07,650.0,143,59,118,No-WH1,899.0
PROD-6232,Drywall Screws #6 x 1-1/4in (1lb) (Mod-232),Hardware,SUPP-08,4.5,63,20,40,No-WH2,8.99
PROD-6233,3/4in x 4ft x 8ft Oak Plywood (Mod-233),Lumber,SUPP-11,55.0,138,28,56,We-WH2,84.0
PROD-6234,Kohler Forte Kitchen Faucet (Mod-234),Plumbing,SUPP-15,145.0,186,49,98,We-WH1,219.0
PROD-6235,Milwaukee XC5.0 Battery Pack (Mod-235),Power Tools,SUPP-02,95.0,154,42,84,So-WH2,145.0
PROD-6236,EGO 15in String Trimmer (Mod-236),Garden & Outdoor,SUPP-05,120.0,184,43,86,We-WH1,179.0
PROD-6237,Heavy Duty Gate Latch Black (Mod-237),Hardware,SUPP-10,11.0,178,50,100,Mi-WH1,19.5
PROD-6238,3/4in x 4ft x 8ft Oak Plywood (Mod-238),Lumber,SUPP-11,55.0,105,40,80,We-WH2,84.0
PROD-6239,Kohler Forte Kitchen Faucet (Mod-239),Plumbing,SUPP-15,145.0,136,38,76,Mi-WH1,219.0
PROD-6240,DeWalt 20V Max Cordless Drill (Mod-240),Power Tools,SUPP-01,115.0,86,29,58,No-WH2,159.99
PROD-6241,Weber Grill Cover (Large) (Mod-241),Garden & Outdoor,SUPP-07,35.0,133,21,42,No-WH1,59.99
PROD-6242,Estwing 16oz Claw Hammer (Mod-242),Hardware,SUPP-09,22.0,72,46,92,So-WH2,36.5
PROD-6243,3/4in x 4ft x 8ft Oak Plywood (Mod-243),Lumber,SUPP-11,55.0,67,36,72,We-WH2,84.0
PROD-6244,Kohler Forte Kitchen Faucet (Mod-244),Plumbing,SUPP-15,145.0,141,23,46,So-WH2,219.0
PROD-6245,Ryobi ONE+ 18V Orbital Sander (Mod-245),Power Tools,SUPP-03,45.0,193,52,104,We-WH2,69.97
PROD-6246,Scotts Turf Builder Sun/Shade 20lb (Mod-246),Garden & Outdoor,SUPP-06,22.0,154,55,110,No-WH1,34.99
PROD-6247,T25 Star Drive Bit 2-Pack (Mod-247),Hardware,SUPP-08,3.0,162,49,98,Mi-WH2,7.5
PROD-6248,3/4in x 4ft x 8ft Oak Plywood (Mod-248),Lumber,SUPP-11,55.0,54,23,46,So-WH2,84.0
PROD-6249,Kohler Forte Kitchen Faucet (Mod-249),Plumbing,SUPP-15,145.0,39,27,54,Mi-WH1,219.0
PROD-6250,Milwaukee M18 Fuel Impact Driver (Mod-250),Power Tools,SUPP-02,130.0,85,22,44,So-WH1,189.0
PROD-6251,Tiki Brand Bamboo Torch (Mod-251),Garden & Outdoor,SUPP-07,6.0,53,41,82,Mi-WH2,12.5
PROD-6252,Deck Screws #9 x 3in (5lb) (Mod-252),Hardware,SUPP-08,18.0,133,42,84,Mi-WH2,28.99
PROD-6253,3/4in x 4ft x 8ft Oak Plywood (Mod-253),Lumber,SUPP-11,55.0,103,60,120,No-WH2,84.0
PROD-6254,Kohler Forte Kitchen Faucet (Mod-254),Plumbing,SUPP-15,145.0,95,19,38,No-WH1,219.0
PROD-6255,Ridgid 18V Brushless Recip Saw (Mod-255),Power Tools,SUPP-04,90.0,70,18,36,No-WH2,139.0
PROD-6256,Scotts Standard Broadcast Spreader (Mod-256),Garden & Outdoor,SUPP-06,35.0,46,15,30,So-WH2,54.0
PROD-6257,Gorilla Wood Glue 8oz (Mod-257),Hardware,SUPP-10,4.0,124,49,98,We-WH1,8.99
PROD-6258,3/4in x 4ft x 8ft Oak Plywood (Mod-258),Lumber,SUPP-11,55.0,138,53,106,No-WH1,84.0
PROD-6259,Kohler Forte Kitchen Faucet (Mod-259),Plumbing,SUPP-15,145.0,41,17,34,No-WH1,219.0
PROD-6260,Makita 18V LXT Circular Saw (Mod-260),Power Tools,SUPP-03,110.0,154,59,118,We-WH2,169.0
PROD-6261,EGO Power+ Select Cut Mower (Mod-261),Garden & Outdoor,SUPP-05,450.0,147,53,106,Mi-WH2,649.0
PROD-6262,Stanley FatMax 25ft Tape Measure (Mod-262),Hardware,SUPP-09,14.0,109,27,54,Mi-WH2,24.97
PROD-6263,3/4in x 4ft x 8ft Oak Plywood (Mod-263),Lumber,SUPP-11,55.0,73,21,42,Mi-WH1,84.0
PROD-6264,Kohler Forte Kitchen Faucet (Mod-264),Plumbing,SUPP-15,145.0,132,27,54,Mi-WH2,219.0
PROD-6265,DeWalt 20V 5Ah Battery Pack (Mod-265),Power Tools,SUPP-01,89.0,152,43,86,So-WH1,129.0
PROD-6266,Miracle-Gro Potting Mix 2cu ft (Mod-266),Garden & Outdoor,SUPP-06,8.5,158,33,66,Mi-WH2,14.99
PROD-6267,Drywall Screws #6 x 1-1/4in (1lb) (Mod-267),Hardware,SUPP-08,4.5,154,38,76,Mi-WH1,8.99
PROD-6268,3/4in x 4ft x 8ft Oak Plywood (Mod-268),Lumber,SUPP-11,55.0,74,53,106,So-WH2,84.0
PROD-6269,Kohler Forte Kitchen Faucet (Mod-269),Plumbing,SUPP-15,145.0,56,48,96,Mi-WH1,219.0
PROD-6270,Bosch 12V Max Flexiclick Tool (Mod-270),Power Tools,SUPP-04,140.0,102,58,116,We-WH1,199.0
PROD-6271,EGO Power+ 56V 7.5Ah Battery (Mod-271),Garden & Outdoor,SUPP-05,280.0,112,60,120,No-WH2,399.0
PROD-6272,Heavy Duty Gate Latch Black (Mod-272),Hardware,SUPP-10,11.0,112,24,48,Mi-WH1,19.5
PROD-6273,3/4in x 4ft x 8ft Oak Plywood (Mod-273),Lumber,SUPP-11,55.0,179,55,110,Mi-WH2,84.0
PROD-6274,Kohler Forte Kitchen Faucet (Mod-274),Plumbing,SUPP-15,145.0,56,30,60,So-WH2,219.0
PROD-6275,Milwaukee XC5.0 Battery Pack (Mod-275),Power Tools,SUPP-02,95.0,162,54,108,We-WH1,145.0
PROD-6276,Weber Genesis E-325 Gas Grill (Mod-276),Garden & Outdoor,SUPP-07,650.0,146,34,68,No-WH1,899.0
PROD-6277,Estwing 16oz Claw Hammer (Mod-277),Hardware,SUPP-09,22.0,179,50,100,No-WH2,36.5
PROD-6278,3/4in x 4ft x 8ft Oak Plywood (Mod-278),Lumber,SUPP-11,55.0,117,22,44,Mi-WH1,84.0
PROD-6279,Kohler Forte Kitchen Faucet (Mod-279),Plumbing,SUPP-15,145.0,76,33,66,No-WH1,219.0
PROD-6280,DeWalt 20V Max Cordless Drill (Mod-280),Power Tools,SUPP-01,115.0,106,55,110,So-WH1,159.99
PROD-6281,EGO 15in String Trimmer (Mod-281),Garden & Outdoor,SUPP-05,120.0,90,40,80,We-WH1,179.0
PROD-6282,T25 Star Drive Bit 2-Pack (Mod-282),Hardware,SUPP-08,3.0,83,23,46,No-WH1,7.5
PROD-6283,3/4in x 4ft x 8ft Oak Plywood (Mod-283),Lumber,SUPP-11,55.0,165,59,118,So-WH1,84.0
PROD-6284,Kohler Forte Kitchen Faucet (Mod-284),Plumbing,SUPP-15,145.0,169,48,96,No-WH2,219.0
PROD-6285,Ryobi ONE+ 18V Orbital Sander (Mod-285),Power Tools,SUPP-03,45.0,47,24,48,No-WH2,69.97
PROD-6286,Weber Grill Cover (Large) (Mod-286),Garden & Outdoor,SUPP-07,35.0,71,16,32,No-WH2,59.99
PROD-6287,Deck Screws #9 x 3in (5lb) (Mod-287),Hardware,SUPP-08,18.0,113,20,40,Mi-WH1,28.99
PROD-6288,3/4in x 4ft x 8ft Oak Plywood (Mod-288),Lumber,SUPP-11,55.0,167,54,108,We-WH1,84.0
PROD-6289,Kohler Forte Kitchen Faucet (Mod-289),Plumbing,SUPP-15,145.0,114,29,58,Mi-WH1,219.0
PROD-6290,Milwaukee M18 Fuel Impact Driver (Mod-290),Power Tools,SUPP-02,130.0,71,17,34,So-WH2,189.0
PROD-6291,Scotts Turf Builder Sun/Shade 20lb (Mod-291),Garden & Outdoor,SUPP-06,22.0,49,43,86,So-WH2,34.99
PROD-6292,Gorilla Wood Glue 8oz (Mod-292),Hardware,SUPP-10,4.0,115,56,112,So-WH1,8.99
PROD-6293,3/4in x 4ft x 8ft Oak Plywood (Mod-293),Lumber,SUPP-11,55.0,111,56,112,No-WH1,84.0
PROD-6294,Kohler Forte Kitchen Faucet (Mod-294),Plumbing,SUPP-15,145.0,95,24,48,No-WH2,219.0
PROD-6295,Ridgid 18V Brushless Recip Saw (Mod-295),Power Tools,SUPP-04,90.0,43,23,46,No-WH1,139.0
PROD-6296,Tiki Brand Bamboo Torch (Mod-296),Garden & Outdoor,SUPP-07,6.0,140,20,40,No-WH1,12.5
PROD-6297,Stanley FatMax 25ft Tape Measure (Mod-297),Hardware,SUPP-09,14.0,141,55,110,We-WH2,24.97
PROD-6298,3/4in x 4ft x 8ft Oak Plywood (Mod-298),Lumber,SUPP-11,55.0,161,54,108,Mi-WH2,84.0
PROD-6299,Kohler Forte Kitchen Faucet (Mod-299),Plumbing,SUPP-15,145.0,125,57,114,No-WH1,219.0
